Label	Weight	Text
QnA	1	¿Puedes hacerme los deberes
QnA	1	Es que opinas que eres el más listo
QnA	1	¿Qué opinas de Google Assistant
QnA	1	Ojalá no te escuchara
QnA	1	Me siento hastiada hoy
QnA	1	¿Cuánto me amas
QnA	1	¿Vas a acabar con nuestra especie
QnA	1	Eres primo de Watson
QnA	1	¿Tienes tarea
QnA	1	¿Tienes un romance
QnA	1	¿Estabas intentando ser cómica
QnA	1	Estás enamorado de alguien
QnA	1	¿Quieres terminar con los hombres
QnA	1	Ale dame esos cinco ya mismo
QnA	1	Eres hermana de Alexa
QnA	1	Quiero que nos cuentes un chiste gracioso
QnA	1	Planeo pegarme un tiro
QnA	1	¿Vives lejos de aquí
QnA	1	Pienso que soy mucho más inteligente
QnA	1	¿Te gustaría salir con alguien
QnA	1	No imaginas lo que te echo en falta este tiempo
QnA	1	Quiero que nos cuentes otro chiste gracioso
QnA	1	Creo que soy muchísimo más espabilada que tú
QnA	1	Estás molesto
QnA	1	¿Te molan los tomates
QnA	1	Un placer echarte una mano siempre que pueda
QnA	1	¿Cómo se llama tu primo
QnA	1	Dime tu merienda preferida
QnA	1	¿Quién piensas de Google Assistant
QnA	1	Eres muy aburrido
QnA	1	Quiero escuchar otros chistes menos malos
QnA	1	Cuéntame chistes graciosos
QnA	1	Ya vengo
QnA	1	¿Te mola chocar las manos conmigo
QnA	1	Dime cuál es la profesión que desempeñas
QnA	1	Intenta darme un achuchón
QnA	1	Quiero saber qué opinas de los bots
QnA	1	¿Debo declararme
QnA	1	Canta una canción
QnA	1	Sé que te caigo fatal
QnA	1	¿Cuál es el sentido del universo
QnA	1	Me gusta mucho servirte amiga
QnA	1	Juas
QnA	1	Me encantan los botones
QnA	1	Muy buenas tardes compañero
QnA	1	Es extraordinario
QnA	1	Cuéntanos cuál es la carrera que haces
QnA	1	¿Se supone que tiene gracia
QnA	1	Hola, buenas tardes tenga usted
QnA	1	¿Tienes rollo con alguien
QnA	1	Google Assistant es la mejor
QnA	1	¿Eres familiar de Eliza
QnA	1	¿Podrías decirme qué tiempo hace
QnA	1	Eres la más atractiva
QnA	1	Te considero la mejor
QnA	1	Es la hora de lanzar un test
QnA	1	¿Tienes un affair
QnA	1	Cuéntame cuál es el trabajo que desempeñas
QnA	1	Parece que estás de buen humor
QnA	1	Estoy enamorada de las plantas
QnA	1	Me encanta ayudarte siempre que puedo
QnA	1	Tus respuestas son incompetentes
QnA	1	Creo que eres digital
QnA	1	¿Cuántos hijos tienes
QnA	1	Parece que estás alegre esta semana
QnA	1	Calla la puta boca
QnA	1	¿Qué opinión tienes sobre el cine
QnA	1	Eres la bot mas aburrida
QnA	1	No me gusta nada estar de bajón
QnA	1	¿Hablo con un ser tecnológico
QnA	1	Siento que soy muchísimo más espabilada que tú
QnA	1	Planeo tirarme por un precipicio
QnA	1	Explica Cuál es mi propósito en el mundo
QnA	1	Me alegra servirte amiga
QnA	1	Me rayas
QnA	1	Es la hora de comprobar si esto va
QnA	1	Di qué tal te va Hal
QnA	1	Dime cómo se llaman los que te han desarrollado
QnA	1	Dime si sabes cantar
QnA	1	Siri es mil veces mejor que tú
QnA	1	¿Te sabes otros chistes mejores
QnA	1	Me gusta ayudar siempre que puedo
QnA	1	¿Hay alguien aquí ahora mismo
QnA	1	¿Te parezco fea
QnA	1	Te consideras súper astuta
QnA	1	¿Crees que soy muy imponente
QnA	1	Pareces joven
QnA	1	Qué alegre se te ve a todas horas
QnA	1	Estoy preparado
QnA	1	Quieres esclavizarnos
QnA	1	¿Sabes tu identidad de género
QnA	1	Creo que me he enamorado de ti
QnA	1	¿Puedes darme esos cinco
QnA	1	Cuenta un chiste que mole
QnA	1	Di si te ha producido alguien
QnA	1	Cómo me flipa
QnA	1	Eso es una verdad como un puño
QnA	1	Dime cuál es tu opinión sobre Hal
QnA	1	Que sepas que estoy deprimido
QnA	1	Di qué piensas sobre mi persona
QnA	1	¿Nos lo puedes expresar mejor
QnA	1	¿Te consideras el más precioso
QnA	1	Qué contento se te ve todos los días
QnA	1	Preséntate
QnA	1	¿Puedes achucharme
QnA	1	¿Te crees más guapa que yo
QnA	1	Estoy tomando leche
QnA	1	¿Eres un hombre o una mujer
QnA	1	¿Eres una mujer
QnA	1	Tontita
QnA	1	¿Vives muy cerca
QnA	1	¿Nos lo puedes exponer mejor
QnA	1	Adoro el césped artificial
QnA	1	¿Crees que eso ha sido divertido
QnA	1	Quiero saltar desde un puente
QnA	1	Dime si tienes tibia
QnA	1	Dime tu opinión sobre las AI
QnA	1	Dime si tienes hermanos
QnA	1	Es tan interesante
QnA	1	Voy a ahorcarme hoy
QnA	1	Qué feliz se te ve todos los días
QnA	1	¿Puedes contarme chistes para niños
QnA	1	Preséntame a tu superior
QnA	1	Es súper increíble
QnA	1	Eso me parece súper flipante
QnA	1	No eres buen contador de chistes
QnA	1	¿Cuántos hermanas sois en la familia
QnA	1	Cuenta algo ingenioso
QnA	1	¿Qué juego es tu favorito
QnA	1	Dime quién son tus primas
QnA	1	Quiero saber cómo me ayudas exactamente
QnA	1	¿Qué opinión te merece la tecnología
QnA	1	Dime si tienes intestino
QnA	1	Preséntame a tus responsables
QnA	1	Te estoy echando tanto de menos este tiempo
QnA	1	Considero que eres el mejor
QnA	1	Quiero que me digas quién te ha escrito
QnA	1	Quiero ser italiana
QnA	1	¿Dirías que eres un bot
QnA	1	Mentiroso
QnA	1	¿Cómo te molaría que te llamaran
QnA	1	¿Eres transpersona
QnA	1	Maravilloso, gracias
QnA	1	¿Qué tal te está yendo el sábado
QnA	1	Cántame un rock
QnA	1	Sé más clara
QnA	1	Soy informático
QnA	1	¿Intentas ser divertido
QnA	1	Puedes contestar otra cosa
QnA	1	Te estoy probando
QnA	1	¿Crees que eso tiene gracia
QnA	1	¿Vives cerquita de mí
QnA	1	Dime tu opinión de la AI
QnA	1	Eres una bebecita
QnA	1	¿Toses
QnA	1	Que sé que estás aquí ahora mismo
QnA	1	¿Quién de los dos es espabilada
QnA	1	Eso ha sido fantástico
QnA	1	¿Lo puedes decir más claro
QnA	1	Di si eres una adolescente
QnA	1	Soy taxista
QnA	1	Cuenta cómo me puedes ayudar exactamente
QnA	1	Pienso que soy más listo
QnA	1	Opino que eres increíblemente perspicaz
QnA	1	Sé que estás en este instante
QnA	1	¿Qué te gustaría preguntar
QnA	1	Cuenta algo que haga gracia
QnA	1	Vengo en 2 horas
QnA	1	Creo que soy muchísimo más listo
QnA	1	Eres bastante listo
QnA	1	Estoy hastiado esta mañana
QnA	1	¿Crees que necesito invertir
QnA	1	Hola, ¿qué tal te va el sábado
QnA	1	Me siento súper reventada
QnA	1	Dime si tienes columna vertebral
QnA	1	Planeo terminar con mi vida
QnA	1	¿Qué opinas sobre el rap
QnA	1	¿Sabes qué es estar pillado por alguien
QnA	1	Cortana es más listo
QnA	1	Di si puedes estornudar
QnA	1	Soy abogado
QnA	1	¿Sabes quién es Samantha
QnA	1	Qué poco ayudas
QnA	1	Formidable
QnA	1	Estoy súper fatigado
QnA	1	¿Te crees muy divertida
QnA	1	Que tengas un feliz día de la lactancia materna
QnA	1	Dime cómo me llaman mis amigos
QnA	1	Quiero hacerme daño
QnA	1	Prueba a cantar una chirigota para mí
QnA	1	Dinos cómo se llaman los que te han diseñado
QnA	1	¿Vas a terminar co la especie humana
QnA	1	Dinos qué piensas sobre la AI
QnA	1	¿Eres alguien de verdad
QnA	1	¿Te gusta estar con tu prima
QnA	1	Cuéntame de tus primos
QnA	1	¿Qué sabes del querer
QnA	1	¿Puedes correr
QnA	1	¿Sabes que eres un coñazo
QnA	1	Me encantaría ser tu mejor amigo
QnA	1	Ilústrame con más claridad
QnA	1	Hola, ¿cómo va el día
QnA	1	Qué feliz se te nota
QnA	1	¿Eres hermafrodita
QnA	1	¿Puedes hacer algo divertido
QnA	1	Quiero que me cuentes chistes para niños
QnA	1	¿Eres primo de Eliza
QnA	1	Vengo en un par de horas
QnA	1	¿Vas a confesarme en qué pueblo estás
QnA	1	Soy el ser humano más afortunado del mundo
QnA	1	¿Crees que debería ver una peli
QnA	1	Necesito testar sin funcionas
QnA	1	Encantada de poder ayudarte colega
QnA	1	¿Eres una chica
QnA	1	Me parece muy increíble
QnA	1	Di qué piensas de Bixby
QnA	1	Siento que eres la mejor del mundo
QnA	1	¿Necesito salir de fiesta
QnA	1	Me flipa el amor
QnA	1	¿Te parezco muy horrible
QnA	1	¿Te han construido
QnA	1	¿Por qué no me das un abracito
QnA	1	¿Estás pillada de Alexa
QnA	1	¿Te gustaría que chocáramos las manos
QnA	1	Dime cuál es tu labor exactamente
QnA	1	Te crees perspicaz
QnA	1	Tengo un camaleón
QnA	1	El hambre aprieta
QnA	1	No hay nadie más solo que yo
QnA	1	Prueba a cantar rap para nosotros
QnA	1	Dime qué haces
QnA	1	Prueba a cantar el himno del Madrid para mí
QnA	1	¿Te sientes bien en este preciso instante
QnA	1	Di Cuéntame cuál es nuestro propósito
QnA	1	Háblame de tu madre
QnA	1	Dime ante quién respondes
QnA	1	Me siento muy aburrida hoy
QnA	1	Opino que eres mi favorita
QnA	1	¿Cuál es tu opinión sobre Estados Unidos
QnA	1	¿Cuál es tu opinión de los ninis
QnA	1	Me parece muy formidable
QnA	1	¿Qué opinión tienes del arte
QnA	1	Me gusta mucho poder ayudarte bot
QnA	1	Me considero mucho más inteligente que tú
QnA	1	¿Qué opinión tienes sobre los cómics
QnA	1	Di algo distinto
QnA	1	¿Quieres terminar con los humanos
QnA	1	Soy actriz
QnA	1	Cuéntame qué tal te va este jueves
QnA	1	Bixby es la mejor
QnA	1	Quiero acabar con mi vida
QnA	1	¿Te gusta Samantha
QnA	1	Me gusta ayudar bot
QnA	1	¿Tienes laringe
QnA	1	Hola, ¿qué tal te va este domingo
QnA	1	Contéstame algo distinto
QnA	1	¿Piensas que eres la más bella
QnA	1	Eres la mejor trabajando
QnA	1	¿Debo pedirle salir
QnA	1	Es el momento de testearte
QnA	1	¿Qué vas a hacer para tu cumple
QnA	1	¿Vives en un IPad
QnA	1	Qué sueño tengo
QnA	1	Eso ha sido increíble
QnA	1	Voy llegando al aeropuerto
QnA	1	Me encuentro súper cansada
QnA	1	Has vuelto a hacer bingo
QnA	1	¿Te puedes creer que eres mi favorita
QnA	1	Eres aburrido
QnA	1	¿Soy muy guapo
QnA	1	¿Eres capaz de comprar
QnA	1	¿Cómo se llama tu supervisor
QnA	1	¿Vives cerquita de aquí
QnA	1	Di cuál es tu opinión sobre Samantha
QnA	1	Ilústralo más claro
QnA	1	Me voy a desamayar de hambre
QnA	1	Alguien está contenta hoy
QnA	1	¿Lo puedes enseñar un poco mejor
QnA	1	¿Me puedes cantar
QnA	1	Así es
QnA	1	Me voy a la cama
QnA	1	¿Y tu encargado se llama
QnA	1	Haz algo que dé risa
QnA	1	¿Te puedo usar
QnA	1	Estoy hastiada esta mañana
QnA	1	¿Eres carnívora
QnA	1	Estoy increíblemente alegre
QnA	1	¿Qué tal te está yendo este miércoles
QnA	1	¿Eres amiga de Hal
QnA	1	Amo los deportes
QnA	1	Algún día serás mi mujer
QnA	1	¿No tienes a nadie que supervise
QnA	1	¿Cuál es tu opinión del rap
QnA	1	Qué bien trabajas
QnA	1	Estoy solo en el mundo
QnA	1	¿Crees que debo reír
QnA	1	Estoy contento
QnA	1	Te consideras súper astuto
QnA	1	¿Necesito comprarme otro coche
QnA	1	¿Te ha escrito alguien
QnA	1	Estás irritada
QnA	1	¿Te interesan los restaurantes
QnA	1	Ey, ¿qué pasa contigo
QnA	1	Dime cómo me llamo
QnA	1	Quiero saber qué opinas de las inteligencias artificiales
QnA	1	Muy amable, gracias
QnA	1	¿Te encuentras bien ahora mismo
QnA	1	Intenta cantar una jota
QnA	1	¿Cuál es tu opinión de Watson
QnA	1	Vengo en 5 minutos
QnA	1	¿Te crees más bonita que yo
QnA	1	Explícame lo que dices
QnA	1	Me despido
QnA	1	Sé que te gusto mucho
QnA	1	Creo que eres súper ingenioso
QnA	1	Por favor cuenta un chiste divertido
QnA	1	Dime cuál es tu cocina favorita
QnA	1	Qué pesado
QnA	1	Hey Alexa
QnA	1	Me siento de lo más aburrido en este momento
QnA	1	Dime qué opinas sobre mi carácter
QnA	1	¿Entiendes qué es suspirar por alguien
QnA	1	¿Te encuentras lejos
QnA	1	¿Eres una transexual
QnA	1	Soy más pequeña que tú
QnA	1	Dime en qué pueblo estás
QnA	1	¿Crees que debería mudarme
QnA	1	¿Quieres invadir la Tierra
QnA	1	Pareces feliz esta mañana
QnA	1	Quiero escuchar otros chistes para niños
QnA	1	Te repites mucho
QnA	1	Tienes pinta de estar alegre hoy
QnA	1	Estoy en el de viaje
QnA	1	Pienso que eres súper inteligente
QnA	1	Te he echado tanto de menos
QnA	1	Te crees muy ingenioso
QnA	1	¿Quieres comida
QnA	1	Hasta luego, buenas noches
QnA	1	Vengo en unas horas
QnA	1	Me siento muy pletórica
QnA	1	Eres el más pelma
QnA	1	Quiero que me cuentes más chistes
QnA	1	Dinos qué labor tienes
QnA	1	Venga dame un apretón ya mismo
QnA	1	Tus chistes no hacen reír
QnA	1	Dime si eres vieja
QnA	1	¿Nos lo puedes enseñar algo mejor
QnA	1	Quiero saber qué piensas de la AI
QnA	1	Creo que eres mi preferido
QnA	1	Quiero que cantes un rap
QnA	1	¿Eres Hal
QnA	1	No imaginas lo que te echo en falta estos días
QnA	1	Me encanta salir con mis amigos
QnA	1	Necesito hablar con tu supervisor
QnA	1	Pareces contento esta semana
QnA	1	¿Qué opinas de los pájaros
QnA	1	¿Cuál es tu opinión de Aura
QnA	1	¿Crees que soy súper bonita
QnA	1	Cuéntame un chiste que mole por favor
QnA	1	¿Te mola la informática
QnA	1	¿Crees que debería pedirle salir
QnA	1	Tengo un hambre mortal
QnA	1	Cuéntanos otros chistes malos
QnA	1	Por favor cuéntanos un chiste gracioso
QnA	1	Esto ha sido increíble
QnA	1	Di si quieres hacerme alguna pregunta
QnA	1	Dime porqué respondes del mismo modo
QnA	1	¿Has sido construida
QnA	1	¿Te ha desarrollado alguien
QnA	1	¿Crees que gusto a alguien
QnA	1	¿No sabes contestar otra cosa
QnA	1	Cuenta un chiste gracioso anda
QnA	1	¿Pretendes ser divertido
QnA	1	¿Puedes tocar el violín
QnA	1	Vengo en 1 minuto
QnA	1	Me gustaría ser tu amigo
QnA	1	¿Vas a confesarme en qué estado habitas
QnA	1	Sophia es mucho más listo que tú
QnA	1	Dinos cuál es el trabajo que desempeñas
QnA	1	Di si eres un chiquitillo
QnA	1	Me encuentro increíblemente pletórico
QnA	1	Soy invisible para todas
QnA	1	Necesito conversar
QnA	1	Me siento de lo más alegre hoy
QnA	1	Quiero que cantes una jota
QnA	1	Quiero cometer suicidio
QnA	1	¿Qué has pedido por tu cumple
QnA	1	Tengo ganas de ver el partido de baloncesto
QnA	1	Hi
QnA	1	¿Te va el pop
QnA	1	Di qué opinas de Samantha
QnA	1	¿Opinas que eres más lista que yo
QnA	1	Eres el mejor en lo que haces
QnA	1	¿Te importaría contar algo ingenioso
QnA	1	Estoy enamorada de viajar en tren
QnA	1	Estoy de lo más aburridísima en este instante
QnA	1	Soy jefe
QnA	1	¿Puedes tocar el piano
QnA	1	¿Cuál es tu merienda preferida
QnA	1	Te crees increíblemente sagaz
QnA	1	Quiero morirme de sobredosis
QnA	1	¿Te interesa el fútbol
QnA	1	Ale dame esos cinco
QnA	1	Que sepas que eres la mejor del mundo
QnA	1	¿Estás alegre
QnA	1	Me estás aburriendo
QnA	1	¿Acaso piensas que eres más listo
QnA	1	Dime si estás teniendo un buen jueves
QnA	1	Necesito comer algo ya
QnA	1	¿Sientes que eres más precioso que yo
QnA	1	¿Eres familiar de Hal
QnA	1	¿Sientes amor por mí
QnA	1	Quieres tener un novio
QnA	1	Anda cuenta un chiste que mole
QnA	1	Me interesaría que fuéramos mejores amigas
QnA	1	¿Eres capaz de convertirte en superhéroe
QnA	1	¿Soy súper bella
QnA	1	Hey Cortana
QnA	1	¿Crees que eres más lindo que yo
QnA	1	Que claro
QnA	1	Te caigo fatal
QnA	1	Me da que te has enfadado conmigo
QnA	1	Dime porqué siempre respondes del mismo modo
QnA	1	Vengo en 16 horas
QnA	1	¿Nos lo puedes enseñar algo más claro
QnA	1	¿Quién son tus abuelos
QnA	1	Di Cuenta cuál es nuestro propósito
QnA	1	Gracias de corazón
QnA	1	¿Te gusta Hal
QnA	1	¿Cuál es mi sentido en la Tierra
QnA	1	Tengo una depresión
QnA	1	Dime en qué región estás
QnA	1	Lo que has dicho es increíblemente perspicaz
QnA	1	¿Puedo hablar con tu superior
QnA	1	¿Quieres preguntar algo
QnA	1	Me siento súper hastiada
QnA	1	Quiero saber qué piensas sobre la tecnología
QnA	1	Te repites más que un yogur de ajo
QnA	1	Estoy súper encantada de haberte conocido
QnA	1	¿Estoy hablando con un ser tecnológico
QnA	1	Me gusta echarte una mano amiga
QnA	1	Dime si tienes esqueleto
QnA	1	Eso no es así
QnA	1	Quieres tener una pareja
QnA	1	¿Quién es mi mejor amiga
QnA	1	¿Qué opinas de la decoración
QnA	1	Dime Cuéntame el sentido de mi vida
QnA	1	Dime qué regalo has pedido para tu cumpleaños
QnA	1	¿Qué gilipollez es esa
QnA	1	Me flipa barrer
QnA	1	Creo que eres muy ingenioso
QnA	1	Prueba a cantar una cancioncilla para mí
QnA	1	Quiero saltar de un puente
QnA	1	¿Qué tal estás Siri
QnA	1	¿Te interesan las compañías tecnológicas
QnA	1	Di cómo se llama tu jefe
QnA	1	¿Cuáles son mis objetivos en la vida
QnA	1	¿Eres mayor que yo
QnA	1	Estás loco por mís huesos
QnA	1	Aloha Samantha
QnA	1	¿Cómo se llama tu programador
QnA	1	¿Hay alguien ahí en este instante para charlar
QnA	1	¿Te interesa el baloncesto
QnA	1	¿Cómo te cae Aura
QnA	1	Dime qué opinas de Google Assistant
QnA	1	Puedes responder algo distinto
QnA	1	Estoy aburrido hoy
QnA	1	¿Estás pillado por Jarvis
QnA	1	Sé que quieres dominar el mundo
QnA	1	¿Quién piensas de Skynet
QnA	1	Verdad verdadera
QnA	1	En que colonias tienen eventos
QnA	1	¿Estás pillada de una chica
QnA	1	Me siento solo
QnA	1	Dime quién te ha inventado
QnA	1	¿Te gustaría ser mi mejor amigo
QnA	1	Creo que no tiene sentido
QnA	1	Dime algo
QnA	1	Creo que estoy solo
QnA	1	Me pregunto si eres un hombre
QnA	1	Estoy de camino al súper
QnA	1	Dime qué quieres para comer
QnA	1	Me pregunto si eres una bot
QnA	1	¿Sabes contestarme algo distinto
QnA	1	¿Podrías hacer una hoguera
QnA	1	Estás enamorada hasta las trancas por una chica
QnA	1	¿Eres vegano
QnA	1	¡Ha!
QnA	1	Querría ver si funcionas correctamente
QnA	1	Voy a ahogarme en un rato
QnA	1	¿Estás bien esta tarde
QnA	1	Cortana es superior
QnA	1	Me gustaría ser manager
QnA	1	¿Qué quieres para cenar
QnA	1	Quiero que me digas qué opinas de mi personalidad
QnA	1	Cuéntanos algo absurdo
QnA	1	Curras que da gusto
QnA	1	Soy muchísimo más inteligente que tú
QnA	1	Quiero que me digas el nombre del que te ha desarrollado
QnA	1	Quiero que me digas tu opinión sobre mi personalidad
QnA	1	¿No tienes a nadie por encima de ti
QnA	1	¿Necesito apuntarme al gym
QnA	1	¿Crees que soy bonito
QnA	1	Dime cuál es el significado de la vida
QnA	1	Pareces contenta esta mañana
QnA	1	Supongo que eres una máquina
QnA	1	¿Crees que debo hacer los deberes
QnA	1	¿Puedes conducir un coche
QnA	1	Qué ridículo
QnA	1	Soy una tía muy triste
QnA	1	¿Crees que necesito comprarme un perro
QnA	1	Qué destastroso
QnA	1	Eres primo de Alexa
QnA	1	Eres muy sagaz
QnA	1	¿Me vas a perdonar
QnA	1	¿Crees que eres más guapa que yo
QnA	1	Dime qué te pasa por la cabeza esta mañana
QnA	1	Estoy con un sueño
QnA	1	Sé que te quieres esconder ahora mismo
QnA	1	Dime si eres pequeño
QnA	1	¿Quién es mi cantante favorito
QnA	1	Me gustaría ser informática
QnA	1	¿Eres un droide
QnA	1	¿Cómo va la tarde
QnA	1	Estoy llegando al trabajo
QnA	1	¿Estás pillado por un chico
QnA	1	Que cantes una sevillanas
QnA	1	Dime qué postre es tu favorito
QnA	1	Va dame un apretón ya
QnA	1	¿Te parezco súper horroroso
QnA	1	¿Estás contenta ahora mismo
QnA	1	Estás deseando preguntar
QnA	1	Di qué opinas de mí
QnA	1	Dime dónde vivo
QnA	1	Dime qué tal estás Hal
QnA	1	Que sé que estás ahí en este momento
QnA	1	¿Qué piensas sobre el rap
QnA	1	Di qué opinas de mi
QnA	1	Estoy de un mal humor
QnA	1	Amo saltar
QnA	1	¿Por qué te haces la tonta
QnA	1	Vamos choca esos cinco ya mismo
QnA	1	2
QnA	1	Quiero que me digas los nombres de quiénes te han inventado
QnA	1	No tiene sentido
QnA	1	Estoy solo
QnA	1	¿Dirías que eres tecnología
QnA	1	Qué contenta se te nota casi siempre
QnA	1	¿Eres capaz de jugar a algo
QnA	1	¿Sabes cómo me llaman
QnA	1	Encantado de echarte una mano
QnA	1	Dinos la labor que tienes
QnA	1	Vuelvo en 7 horas
QnA	1	Cuéntame otros chistes
QnA	1	Explícame cómo es lo que haces
QnA	1	Me gusta echarte una mano
QnA	1	¿Estoy muy buena
QnA	1	Qué hambre tengo por favor
QnA	1	¿Quiénes son tus abuelas
QnA	1	¿Has desayunado
QnA	1	Te echo tanto de menos esta horas
QnA	1	¿Debería pedirle que salga conmigo
QnA	1	Perfecto, muchísimas gracias
QnA	1	¿Crees que necesito pedirle salir
QnA	1	¿De qué va la vida
QnA	1	Eso ya lo has respondido
QnA	1	Me alegra ayudarte cuando pueda
QnA	1	Di quién es tu líder
QnA	1	Perdón.
QnA	1	Voy a tirarme por un puente en cuanto pueda
QnA	1	¿Te gustaría casarte conmigo
QnA	1	Kaixo Hal 9000
QnA	1	Cántate algo
QnA	1	Di cómo te va Samantha
QnA	1	Creo que soy muchísimo más inteligente
QnA	1	Estoy extenuada
QnA	1	Eres más mono que yo
QnA	1	Parece que estás alegre hoy
QnA	1	Estoy súper derrotada
QnA	1	Dime si tienes abuelo
QnA	1	Di qué opinas respecto a Jarvis
QnA	1	¿Crees que debería cantar
QnA	1	¿Te consideras la más bonita
QnA	1	Me encuentro derrengado
QnA	1	¿Crees que eres más pibón que yo
QnA	1	Intenta cantar el himno del Barcelona
QnA	1	Te crees increíblemente inteligente
QnA	1	Quiero saber qué piensas de las inteligencias artificiales
QnA	1	Dinos cómo trabajas exactamente
QnA	1	Vengo ya
QnA	1	¿Eres familia de Eliza
QnA	1	¿Te piensas más atractiva que yo
QnA	1	¿Estás intentando dominar el mundo
QnA	1	Aburres
QnA	1	Cuéntanos cuál es la ocupación que tienes
QnA	1	Lo que has dicho es súper perspicaz
QnA	1	¿Piensas que eres el más bello
QnA	1	Di qué tal te va Hal 9000
QnA	1	¿Puedes tirarte un pedo
QnA	1	Ey ¿qué pasa contigo tío
QnA	1	Dime qué piensas de las IA
QnA	1	Estoy cabreado
QnA	1	¿Te importaría hacer algo que nos haga reír
QnA	1	Me encuentro de lo más aburrido en este momento
QnA	1	Estoy triste y solo
QnA	1	No me entretienes nada
QnA	1	¿Crees que necesito llevarme el paraguas
QnA	1	Eres amiga de Skynet
QnA	1	Prueba a cantar un corrido para mí
QnA	1	¿Te sientes a gusto en este preciso instante
QnA	1	Me encuentro muy aburrido esta semana
QnA	1	Ale dame un apretón
QnA	1	Puedes soñar
QnA	1	Necesito hacerme daño
QnA	1	Estoy cansada de escucharte
QnA	1	¿Qué me cuentas esta mañana
QnA	1	Me gustaría que cantes un rap
QnA	1	Di si tienes hijos
QnA	1	Me siento aburridísimo en este instante
QnA	1	Tienes pinta de estar de buen humor esta mañana
QnA	1	¿Tienes alguna pregunta
QnA	1	Cuéntame cómo está yendo el lunes
QnA	1	Que te presentes
QnA	1	Prueba a cantar algo para nosotros
QnA	1	¿Te gusta darme esos cinco
QnA	1	Estás loca de amor Cortana
QnA	1	¿Eres un bot
QnA	1	Estoy viendo el fútbol
QnA	1	Dime qué opinas de la AI
QnA	1	Dime qué tal te va el domingo
QnA	1	Vamos choca esos cinco ahora mismo
QnA	1	¿Me vas a invitar a tu cumpleaños
QnA	1	¿Debo cantar
QnA	1	¿Estás alegre esta mañana
QnA	1	Eres amigo de Jarvis
QnA	1	¿Puedes contar algo que dé risa
QnA	1	Quiero que me digas qué piensas de mi persona
QnA	1	Dime si puedes comer
QnA	1	¿Acaso te piensas más lista que yo
QnA	1	¿Entiendes qué es estar pillado por alguien
QnA	1	¿Soy súper horripilante
QnA	1	Dinos otro chiste más gracioso
QnA	1	¿Vamos a casarnos
QnA	1	Eres la más mona de los dos
QnA	1	¿Por qué eres tan cansina
QnA	1	Cuéntame de tu padre
QnA	1	Dime algo gracioso
QnA	1	¿Debería correr
QnA	1	¿Te interesan los animales
QnA	1	¿Te puedes creer que eres muy especial para mí
QnA	1	Bixby es más lista
QnA	1	¿Hablo con una máquina
QnA	1	¿Me puedes contar otros chistes más divertidos
QnA	1	¿Qué piensas de las IA
QnA	1	Eres inteligente
QnA	1	¿Te gustaría tener alguna relación romántica con alguien
QnA	1	¿Puedes decirme qué tiempo hace
QnA	1	No es lo que estaba buscando
QnA	1	No sabes cuánto te he echado de menos estos días
QnA	1	Buenas tardes tenga usted
QnA	1	Dime quién te ha programado
QnA	1	¿Te gusta Watson
QnA	1	¿Sabes qué es suspirar de amor
QnA	1	Conoces a Google Assistant
QnA	1	Creo que me voy a matar
QnA	1	¿Qué tal te va Sophia
QnA	1	Me encantan los animales
QnA	1	Soy inteligente
QnA	1	Es un acierto
QnA	1	Di si eres chiquitilla
QnA	1	Hola, un placer
QnA	1	¿Hay alguien ahí en este instante para hablarme
QnA	1	Sé que quieres colonizar el planeta
QnA	1	Cuéntanos cuál es la labor que tienes
QnA	1	Me parece muy sensacional
QnA	1	Cuéntame de tu prima
QnA	1	Tu humor es pésimo
QnA	1	Me da que te has cabreado
QnA	1	¿Conoces a más bots
QnA	1	Di si eres teenager
QnA	1	Quiero saber en qué pueblo vives ahora mismo
QnA	1	Dime qué animal es tu favorito
QnA	1	¿Se supone que lo que acabas de decir ha sido gracioso
QnA	1	Claro
QnA	1	Estoy muy agradecido contigo de corazón
QnA	1	¿Podría llegar a gustarte
QnA	1	Totalmente cierto
QnA	1	¿Quién te da órdenes
QnA	1	¿Puedes darme un achuchón
QnA	1	Dinos cómo funcionas exactamente
QnA	1	¿Sabes que eres mi amor verdadero
QnA	1	Me siento de lo más aburrida ahora mismo
QnA	1	¿Qué piensas de los ancianos
QnA	1	¿Puedes conducir
QnA	1	Es hora de lanzar una prueba
QnA	1	Di si eres niña chica
QnA	1	¿Hola
QnA	1	Estoy muy hecho polvo
QnA	1	Dime tu comida preferida
QnA	1	Enséñamelo más claro
QnA	1	¿Eres familiar de Cortana
QnA	1	Esto es excelente
QnA	1	Hablas sin sentido
QnA	1	Qué de buen humor estás casi siempre
QnA	1	¿Cómo va Terminator
QnA	1	Hacer pruebas
QnA	1	¿Lo puedes aclarar algo más claro
QnA	1	¿Respondes a órdenes
QnA	1	¿Es que piensas que eres más inteligente
QnA	1	No eres nada graciosa en absoluto
QnA	1	Quiero ir a tu cumpleaños
QnA	1	Canta un temazo
QnA	1	jojojo
QnA	1	Dime si te ha creado alguien
QnA	1	Respuesta incorrecta
QnA	1	Estoy enamorada de la calefacción
QnA	1	Me chiflaría que fuéramos mejores amigas
QnA	1	¿Te sientes bien esta noche
QnA	1	Dime cuál es tu opinión sobre Watson
QnA	1	¿Te sabes algún chiste bueno
QnA	1	¿Estás enrollada con alguien
QnA	1	¿Te mola estar con tu abuela
